,Latitude,Longitude
555,40.759871835,-73.982310337
556,40.757264814,-73.98582312399999
557,40.792556498,-73.842158605
558,40.771058443,-73.950684739
559,40.616220603,-74.034025238
560,40.802023496,-73.91206416600001
561,40.747760603,-74.002271534
562,40.852271826,-73.896490625
563,40.632935918,-74.001471395
564,40.677605279,-73.82821878
565,40.766729419,-73.912691986
566,40.639328871,-74.023551786
567,40.683765609,-73.970987385
568,40.739297909,-73.85287597
569,40.757395889,-73.867974512
570,40.729082038,-73.988787701
571,40.757395889,-73.867974512
572,40.848976971,-73.868374684
573,40.676386474,-73.843525916
574,40.674322189,-73.81388626
576,40.825726384,-73.880890073
577,40.856576728,-73.843893678
578,40.794093725,-73.936810155
579,40.830725856,-73.867048484
580,40.84678706,-73.942474487
581,40.815698577,-73.92493268300001
582,40.856765560999996,-73.900351634
583,40.862743304,-73.903321669
584,40.751669510999996,-73.976577416
585,40.839736916,-73.85797371
586,40.843313982,-73.877757577
587,40.682619820999996,-73.977856386
588,40.63403792,-73.960157103
589,40.84499609,-73.851673568
590,40.867241741,-73.86729726
592,40.635020037,-73.914049668
593,40.755280085,-73.936287509
594,40.741625939,-73.993740343
595,40.839597264,-73.88267947899999
596,40.660243068,-73.93711355399999
597,40.834825825,-73.91597788199999
598,40.891123844,-73.863046834
599,40.63059985,-73.97370531600001
600,40.750048689,-73.868407737
601,40.699324157,-73.831570888
602,40.798803805,-73.97170656600001
603,40.729587615999996,-74.000845732
604,40.648434646,-74.015832345
605,40.770348991,-73.87596723600001
606,40.838248306,-73.927885133
607,40.729028172,-73.97717348100001
608,40.824722374000004,-73.905161836
609,40.755860921,-73.882581514
610,40.693257496,-73.972912512
611,40.878582486999996,-73.884874394
612,40.633839968000004,-74.019993808
613,40.633839968000004,-74.019993808
614,40.745930693000005,-73.891253258
615,40.626245194,-74.175157121
616,40.889398276,-73.898389469
617,40.830313366999995,-73.898710964
618,40.668637618000005,-73.957259839
619,40.726041278000004,-73.99485663600001
620,40.840176559,-73.853968398
621,40.684469899999996,-73.939787706
622,40.698439694,-73.831129539
623,40.619586119000004,-74.032647346
624,40.653751263000004,-73.931609227
625,40.65692324,-73.939646779
626,40.638471049,-74.136242947
627,40.794794446,-73.964304515
628,40.759328902,-73.971293782
629,40.708398884,-73.939960865
630,40.648918035,-73.892553749
631,40.714622092,-73.812882742
632,40.661708596,-73.840413715
633,40.824550773,-73.910235021
634,40.689974155,-73.796768544
635,40.699437658,-73.78152055
636,40.579179751,-73.958271063
637,40.63403792,-73.960157103
638,40.75734718,-73.986014413
639,40.628272527,-73.999151234
640,40.775442082,-73.90022058699999
641,40.658358786,-73.839571136
642,40.760115559,-73.978982121
643,40.852796491999996,-73.903310823
644,40.85395,-73.914677699
645,40.793893058,-73.79654521100001
646,40.849035371,-73.933034994
647,40.816366145,-73.86762631100001
648,40.807665162,-73.951206685
649,40.691526617,-73.812291263
650,40.821821426999996,-73.89587318699999
651,40.872628088,-73.90467769199999
652,40.732587621,-74.001895761
653,40.633130705,-74.004850863
654,40.576645978,-73.976480396
655,40.770261784,-73.955761351
656,40.864494001,-73.902820202
657,40.763608959,-73.770971273
658,40.757588785,-73.98658828399999
659,40.819474568000004,-73.864108358
660,40.575447804,-73.961081182
661,40.655718343000004,-73.945259389
662,40.676103192,-73.949914947
663,40.856886008000004,-73.903200044
664,40.655835447,-73.943356346
665,40.616953779,-74.082245139
666,40.846860364,-73.883266662
667,40.846860364,-73.883266662
668,40.645712907,-74.00074016399999
669,40.725046703000004,-73.85042164800001
670,40.840060060999996,-73.857380316
671,40.836612833000004,-73.864315481
672,40.661427708000005,-73.979503406
673,40.623105341999995,-74.031211751
674,40.841182466,-73.942674494
675,40.640397248,-73.959173226
676,40.827724143000005,-73.922227151
677,40.835079193,-73.917159266
678,40.600116464,-73.753912045
679,40.764420034000004,-73.983377672
680,40.663761902,-73.9371607
681,40.759869755,-73.828970412
682,40.635570342,-73.895763872
683,40.663056548,-73.92364104800001
684,40.691534376999996,-73.93376292
685,40.828719891,-73.945066481
686,40.576645978,-73.976480396
687,40.591974719,-73.79405667399999
688,40.854989406,-73.899967505
689,40.682879111999995,-73.92755198100001
690,40.874751061,-73.84927491399999
691,40.638243279,-74.01566778600001
692,40.749706466,-73.993425589
693,40.769108336,-73.941917017
694,40.680250141,-73.89601131
695,40.724126069,-73.802339417
696,40.644754824,-74.087241385
697,40.656492979,-73.960075214
698,40.668806093,-73.93112156699999
699,40.707493623000005,-73.952848987
700,40.749110765,-73.99200726699999
701,40.635516265,-73.91327799300001
702,40.818607928,-73.91312972899999
703,40.707422974,-73.94236030399999
704,40.670794511,-73.81691338899999
705,40.627196249,-74.026562812
706,40.715254736999995,-73.86023378899999
707,40.75734718,-73.986014413
708,40.761692416,-73.77199943800001
709,40.606290198,-73.754220618
710,40.712740436,-73.94409074
711,40.824884972,-73.899459937
713,40.602423345,-73.93579596100001
714,40.643916824,-74.015135813
715,40.869849327,-73.89394676
716,40.656492979,-73.960075214
717,40.719184378,-73.836643346
718,40.82506399,-73.877397261
719,40.668854705,-73.867493702
720,40.81637255,-73.81796884399999
721,40.855590823,-73.862895877
722,40.579780195,-73.998424655
723,40.795121785,-73.945159213
724,40.862278859,-73.92052734100001
725,40.834487036,-73.856369573
726,40.680355786,-73.87030469
727,40.654894084,-74.005378632
728,40.66416202,-73.94681682
729,40.682356925,-73.83412678
730,40.862687275999996,-73.866424221
731,40.707674168000004,-73.95838901
732,40.825376043,-73.93809928600001
733,40.827668623,-73.925435892
734,40.6285156,-73.941383698
735,40.675341525,-73.936079069
736,40.724070398,-73.869133683
737,40.621020789,-73.943818153
738,40.686618114,-73.794142978
739,40.671029183,-73.959651952
740,40.829805201999996,-73.941809832
741,40.697754918,-73.900661423
742,40.647880118,-74.016416003
743,40.680805773,-73.882958833
744,40.708358861,-74.013429954
745,40.656725274,-73.976257545
746,40.67935723,-73.88920942899999
747,40.676528607,-73.929000954
748,40.905838124,-73.897481634
749,40.852045557,-73.931745131
750,40.818931698,-73.81348184
751,40.771594675,-73.98261771199999
752,40.865658464,-73.891310558
753,40.630122083,-74.010006075
754,40.70530625,-73.809478873
755,40.678156695,-73.82260394
756,40.689434278,-73.779342915
757,40.739161316,-74.001105672
758,40.856859334,-73.888830613
759,40.687485276,-73.779233979
760,40.641474095,-74.014104718
761,40.762043893000005,-73.827329581
762,40.826396926,-73.902203765
763,40.842843886,-73.90295664
764,40.678140356,-73.819160943
765,40.819026804,-73.89839214199999
766,40.687129251,-73.827945447
767,40.817828774,-73.864993252
768,40.687058662,-73.959642253
769,40.787874599,-73.928181646
770,40.673493609,-73.934865948
771,40.647954096999996,-73.96948942600001
772,40.630221602,-74.023847593
773,40.852332980999996,-73.86300018899999
774,40.752680372,-73.870358783
775,40.677076318000005,-73.922806612
776,40.758824028,-73.987548199
777,40.806538101,-73.918910596
778,40.631568396999995,-73.901959659
779,40.806619145,-73.920994755
780,40.791151866999996,-73.884371919
781,40.815384857,-73.82352789800001
782,40.832515484,-73.89658279300001
783,40.681522338,-73.980193083
784,40.856765560999996,-73.900351634
785,40.762554341,-73.989633989
786,40.589194381,-73.962909411
787,40.841565701,-73.885892583
788,40.644754824,-74.087241385
789,40.599883092,-73.997217832
790,40.697836308,-73.795846598
791,40.749706466,-73.993425589
792,40.703673521999995,-73.825309561
793,40.844347445,-73.879136334
794,40.852776495,-73.88183568699999
796,40.635516265,-73.91327799300001
797,40.852719175,-73.827600255
798,40.723906854,-73.755370666
799,40.757218145,-73.93677655399999
800,40.816508457,-73.925220792
801,40.869224551,-73.824928896
802,40.636665523000005,-74.07623796
803,40.688591681,-73.862207983
804,40.843200365,-73.866860913
805,40.826828682,-73.9253465
806,40.698078486,-73.94531477
807,40.609261257,-73.923371233
808,40.641927823,-73.99749353600001
809,40.849664543,-73.899812858
810,40.707674168000004,-73.95838901
811,40.691607012,-73.848185215
812,40.760298667,-73.964557631
813,40.674724110999996,-73.970158543
814,40.791151866999996,-73.884371919
815,40.658977891999996,-73.988723792
816,40.663056548,-73.92364104800001
817,40.701357615,-73.912745137
818,40.674085974,-73.938946289
819,40.689253951,-73.824471109
820,40.625837545,-73.990944894
822,40.680591391,-73.977637129
823,40.815384857,-73.82352789800001
824,40.658378671,-73.886184297
825,40.70196188,-73.95721323
826,40.587789223,-73.99148291
827,40.607721011,-73.983013317
828,40.619110304,-73.924462165
829,40.62677001,-73.931618862
830,40.749706466,-73.993425589
831,40.673504591,-73.951553578
832,40.694807805,-73.947643433
833,40.628467619,-74.090314718
834,40.805568769000004,-73.91449770000001
835,40.696834183,-73.899238313
836,40.882686766999996,-73.910767694
837,40.739507581,-73.906434269
838,40.69876967,-73.933903594
839,40.732855777,-73.863884488
840,40.605745972,-74.003048192
841,40.788721243000005,-73.939996774
842,40.662850939,-73.955454116
843,40.78568234,-73.94450976899999
844,40.68380048,-73.952126596
845,40.661888106999996,-73.807094217
846,40.695791716,-73.939095905
847,40.715094061,-73.953312556
848,40.695791716,-73.939095905
849,40.838168933,-73.942995118
850,40.674994741,-73.874814285
851,40.583955563,-73.939442702
852,40.874180976,-73.833872447
853,40.757606656,-73.977885604
854,40.856527854,-73.927565274
855,40.681983115,-73.97828204300001
856,40.801303505999996,-73.96881595100001
857,40.820369696,-73.938132846
858,40.574301425,-73.994072789
859,40.692672875,-73.82377335
860,40.814115058,-73.91718536100001
861,40.808292056999996,-73.923026506
862,40.675341525,-73.936079069
863,40.784796096,-73.978132958
864,40.673708343,-73.982531463
865,40.681262459,-73.91550435399999
866,40.666885844,-73.769522677
867,40.878847805999996,-73.91556063600001
868,40.821256099,-73.955716613
869,40.886158735,-73.863075145
870,40.775313361,-73.914204377
871,40.659453238000005,-73.938346956
872,40.846339589,-73.881283277
873,40.678853395,-73.831417085
874,40.609448097,-73.987824562
875,40.702541871,-73.799550592
876,40.650877291,-73.931302247
877,40.665445949,-73.95161349899999
878,40.58137495,-73.96452297399999
879,40.837635873,-73.889325316
880,40.832739178000004,-73.86128429899999
881,40.651390471,-73.960200798
882,40.710127603000004,-73.81893349100001
883,40.590214178000004,-74.09933270399999
884,40.817474228,-73.89636049399999
885,40.668646079,-73.815654014
886,40.721800320999996,-74.00984667600001
887,40.621935856,-73.980243184
888,40.901629874,-73.896746559
889,40.766800861,-73.916500518
890,40.656411513,-73.91221285
891,40.705636027,-73.915513135
892,40.846339589,-73.881283277
893,40.626944626,-74.105961948
894,40.675608237,-73.919350987
895,40.617788796999996,-73.92675454
896,40.725283501,-73.991173109
897,40.816508457,-73.925220792
898,40.686319065999996,-73.974440547
899,40.657727629,-73.770094944
900,40.813298948,-73.915903906
901,40.647196297,-73.930906037
