Census Tract 138,4.0,1.0
Census Tract 331,4.0,80.0
Census Tract 357,0.0,1.0
Census Tract 357,4.0,16.0
Census Tract 54,4.0,2.0
Census Tract 716,4.0,30.0
Census Tract 8,4.0,2.0
Census Tract 814,4.0,2.0
Census Tract 840,4.0,2.0
