-73.761,40.664,2
-73.77,40.646,2
-73.773,40.719,2
-73.776,40.653,2
-73.777,40.649,12
-73.777,40.65,2
-73.781,40.648,126
-73.781,40.666,2
-73.784,40.652,10
-73.784,40.65,168
-73.785,40.648,224
-73.786,40.643,6
-73.786,40.661,2
-73.787,40.657,2
-73.788,40.645,84
-73.788,40.65,274
-73.788,40.663,2
-73.789,40.659,4
-73.79,40.655,48
-73.79,40.673,2
-73.791,40.649,526
-73.791,40.667,2
-73.792,40.644,260
-73.792,40.662,2
-73.793,40.658,8
-73.793,40.694,2
-73.794,40.653,306
-73.795,40.649,366
-73.795,40.65,352
-73.795,40.667,2
-73.796,40.644,20
-73.796,40.662,8
-73.797,40.658,50
-73.798,40.653,312
-73.798,40.671,2
-73.799,40.65,146
-73.799,40.722,2
-73.8,40.659,38
-73.8,40.66,28
-73.8,40.703,2
-73.801,40.643,2
-73.801,40.661,14
-73.801,40.706,2
-73.802,40.639,2
-73.802,40.657,94
-73.802,40.675,10
-73.802,40.693,8
-73.803,40.652,122
-73.804,40.648,28
-73.804,40.666,6
-73.804,40.684,6
-73.805,40.654,18
-73.805,40.753,2
-73.806,40.668,2
-73.807,40.645,4
-73.807,40.663,34
-73.808,40.659,84
-73.808,40.677,2
-73.808,40.695,2
-73.809,40.654,120
-73.809,40.672,4
-73.81,40.663,34
-73.81,40.681,2
-73.811,40.644,4
-73.811,40.662,26
-73.811,40.66,76
-73.812,40.658,54
-73.812,40.676,4
-73.813,40.653,14
-73.813,40.671,12
-73.813,40.734,2
-73.813,40.752,2
-73.814,40.667,36
-73.814,40.685,5
-73.815,40.662,40
-73.815,40.699,4
-73.816,40.658,24
-73.816,40.676,8
-73.816,40.694,4
-73.817,40.664,28
-73.817,40.682,2
-73.817,40.709,2
-73.818,40.678,4
-73.818,40.696,2
-73.818,40.704,4
-73.819,40.655,6
-73.819,40.673,8
-73.819,40.691,4
-73.82,40.659,8
-73.82,40.66,32
-73.82,40.677,16
-73.82,40.695,6
-73.82,40.721,2
-73.821,40.663,36
-73.821,40.708,4
-73.822,40.659,12
-73.822,40.66,12
-73.822,40.677,20
-73.822,40.703,4
-73.823,40.654,4
-73.823,40.672,22
-73.824,40.668,26
-73.825,40.663,18
-73.825,40.681,14
-73.825,40.69,3
-73.825,40.708,6
-73.825,40.744,2
-73.826,40.659,2
-73.826,40.677,24
-73.826,40.703,2
-73.827,40.654,2
-73.827,40.672,16
-73.827,40.717,2
-73.827,40.735,2
-73.828,40.679,2
-73.828,40.705,8
-73.829,40.656,2
-73.829,40.674,14
-73.829,40.692,2
-73.829,40.719,2
-73.83,40.647,2
-73.83,40.665,8
-73.831,40.664,8
-73.831,40.682,2
-73.831,40.745,6
-73.832,40.678,26
-73.832,40.696,6
-73.833,40.655,10
-73.833,40.66,2
-73.833,40.673,20
-73.833,40.718,2
-73.833,40.736,2
-73.834,40.669,12
-73.834,40.713,4
-73.835,40.664,4
-73.835,40.682,12
-73.835,40.709,2
-73.836,40.678,28
-73.836,40.722,4
-73.837,40.655,10
-73.837,40.673,8
-73.837,40.718,2
-73.837,40.73,4
-73.837,40.754,2
-73.838,40.669,8
-73.838,40.687,4
-73.838,40.731,6
-73.839,40.682,10
-73.839,40.709,14
-73.839,40.727,2
-73.84,40.642,2
-73.84,40.679,26
-73.84,40.697,2
-73.84,40.705,12
-73.84,40.723,4
-73.84,40.741,2
-73.841,40.683,8
-73.842,40.679,50
-73.842,40.705,6
-73.842,40.723,2
-73.842,40.778,2
-73.843,40.656,2
-73.843,40.674,4
-73.844,40.732,4
-73.845,40.683,4
-73.845,40.728,2
-73.846,40.679,16
-73.846,40.705,2
-73.846,40.723,12
-73.847,40.656,6
-73.847,40.674,6
-73.847,40.692,4
-73.847,40.69,4
-73.847,40.737,4
-73.848,40.688,8
-73.849,40.647,2
-73.849,40.683,8
-73.849,40.78,2
-73.85,40.674,4
-73.85,40.692,6
-73.85,40.69,6
-73.85,40.737,14
-73.85,40.755,4
-73.851,40.66,2
-73.851,40.673,8
-73.851,40.691,6
-73.851,40.718,2
-73.851,40.736,8
-73.852,40.669,10
-73.852,40.687,10
-73.852,40.713,6
-73.853,40.675,8
-73.853,40.693,4
-73.853,40.701,2
-73.853,40.738,10
-73.853,40.756,2
-73.853,40.75,8
-73.854,40.689,4
-73.854,40.715,12
-73.854,40.733,2
-73.854,40.7,8
-73.855,40.684,8
-73.855,40.729,2
-73.855,40.747,4
-73.855,40.846,2
-73.856,40.661,2
-73.856,40.742,8
-73.857,40.64,6
-73.857,40.675,2
-73.857,40.693,8
-73.857,40.701,2
-73.857,40.738,12
-73.857,40.756,4
-73.858,40.689,6
-73.858,40.69,2
-73.858,40.751,2
-73.858,40.832,2
-73.859,40.666,2
-73.859,40.684,2
-73.859,40.729,4
-73.859,40.73,8
-73.859,40.747,12
-73.86,40.688,4
-73.86,40.73,4
-73.86,40.813,1
-73.861,40.656,2
-73.861,40.674,2
-73.861,40.692,8
-73.861,40.737,2
-73.861,40.755,2
-73.862,40.688,2
-73.862,40.769,33
-73.863,40.683,6
-73.863,40.746,4
-73.863,40.764,2
-73.863,40.827,2
-73.864,40.679,6
-73.864,40.697,2
-73.864,40.705,6
-73.864,40.723,10
-73.864,40.741,2
-73.864,40.75,6
-73.864,40.778,4
-73.864,40.822,2
-73.865,40.685,4
-73.865,40.711,12
-73.865,40.766,8
-73.866,40.699,2
-73.866,40.761,2
-73.867,40.676,4
-73.867,40.694,4
-73.867,40.702,2
-73.867,40.739,4
-73.867,40.757,20
-73.868,40.716,2
-73.868,40.752,2
-73.868,40.833,2
-73.869,40.649,2
-73.869,40.685,4
-73.869,40.69,22
-73.869,40.711,8
-73.869,40.748,9
-73.869,40.766,4
-73.87,40.683,4
-73.87,40.728,6
-73.87,40.746,4
-73.87,40.782,2
-73.87,40.845,2
-73.871,40.657,2
-73.871,40.675,2
-73.871,40.693,6
-73.871,40.701,4
-73.871,40.738,14
-73.871,40.756,2
-73.871,40.774,264
-73.871,40.837,2
-73.872,40.689,4
-73.872,40.715,2
-73.872,40.733,8
-73.873,40.666,2
-73.873,40.66,2
-73.873,40.684,12
-73.873,40.747,2
-73.873,40.765,22
-73.873,40.828,2
-73.874,40.661,2
-73.874,40.698,20
-73.874,40.706,4
-73.874,40.724,4
-73.875,40.693,14
-73.875,40.701,8
-73.875,40.738,4
-73.875,40.756,13
-73.875,40.75,2
-73.875,40.774,440
-73.875,40.819,2
-73.876,40.681,4
-73.876,40.726,16
-73.876,40.744,4
-73.876,40.762,8
-73.877,40.677,4
-73.877,40.695,4
-73.877,40.703,8
-73.877,40.721,4
-73.877,40.758,2
-73.877,40.776,14
-73.878,40.735,6
-73.878,40.753,6
-73.878,40.771,120
-73.878,40.78,2
-73.878,40.816,4
-73.879,40.686,6
-73.879,40.712,6
-73.879,40.749,18
-73.879,40.767,38
-73.879,40.82,2
-73.88,40.679,2
-73.88,40.697,8
-73.88,40.705,8
-73.88,40.723,4
-73.88,40.741,4
-73.88,40.778,6
-73.88,40.822,2
-73.88,40.82,8
-73.881,40.676,4
-73.881,40.694,8
-73.881,40.702,4
-73.881,40.739,16
-73.881,40.757,10
-73.881,40.775,64
-73.881,40.81,2
-73.881,40.856,2
-73.882,40.671,2
-73.882,40.734,8
-73.882,40.752,12
-73.882,40.75,21
-73.883,40.685,2
-73.883,40.748,43
-73.883,40.766,16
-73.883,40.829,2
-73.884,40.662,2
-73.884,40.699,2
-73.884,40.707,16
